link,dataDate,dataClock,Category,Title,CreatorID,Question,Answer
https://www.kickstarter.com/projects/1528343229/chavassedanceandperformance-performance-residency,2014-06-11,11:05:26,Dance,ChavasseDance&Performance- performance residency Italia!,1528343229,You're going to Italy... how tough can that be????,"Well yeah sure, I hear ya, but we will be working really hard. We rarely get a chance to get together to rehearse and create. This is an amazing opportunity, and although it happens to be in a beautiful part of Italy, we'd be happy to get to work on this project anywhere! Trust me.  Last updated: Mon, Jun 6 2011 7:13 pm EDT",2011-06-06,19:13:25
